frames,dates,mjd,telem_status,expstarts,expstops,airmasses,frieds,tau0,theta0,dimms,dimmtimes,masses,masstimes,masswts0,masswts500,masswts1000,masswts2000,masswts4000,masswts8000,masswts16000,windspds,winddirs,temps,skystrehls,maosstrehls-psd+ncpa-unseen,maos_stds_strehls-psd+ncpa-unseen,skyfwhms,skyempfwhms,maosfwhms-psd+ncpa-unseen,maosempfwhms-psd+ncpa-unseen,maos_stds_fwhms-psd+ncpa-unseen,maos_stds_emp_fwhms-psd+ncpa-unseen,lbwfsfwhms,skyrmswfes,maosrmswfes-psd+ncpa-unseen,maos_stds_rmswfes-psd+ncpa-unseen,lgsrmswfes,totmaoswfe-psd+ncpa-unseen,homaoswfe-psd+ncpa-unseen,ttmaoswfe-psd+ncpa-unseen,DM_fitting_errors
c0042,20130426,56408.5654,False,13:34:10.414,13:34:52.888,1.52014,0.14177074006842683,0.005929194569187176,1.637629282352179,0.71,13:34:29,0.28,13:35:30,0.792913665311548,4.8310804273848e-10,0.0009687858091085477,1.5906589279527615e-08,0.023667154646922345,0.15187066662683069,0.03057971121589315,7.202222222222223,69.0,-0.7661,0.13414359092712402,0.2625464279382473,0.02283192729492186,69.88323756627497,71.90471264273118,54.187711378513065,56.464446336632506,1.867158319789453,1.9205341659445785,1.067856,479.23663909481104,391.2740881919873,12.762406018607487,144.5,440.2218962337407,358.17163150100856,255.84016977169392,1391.3249710624711
c0123,20130426,56408.6153,False,14:46:01.876,14:46:44.351,1.57537,0.19736710872271185,0.009406196441458027,1.2374410750599136,0.51,14:47:29,0.43,14:37:27,0.24559807541916737,2.430878252862924e-10,6.601284062820418e-11,4.504930340167988e-08,0.17038449405387834,0.5798425190315232,0.004174866137026967,8.745555555555557,61.0,-0.9609,0.09953422844409943,0.36473738436935155,0.017225044526416485,79.7869942735295,76.16305266010647,54.51560507580182,57.49651168259395,0.9146969651177802,3.708123781880941,1.1376,513.5994300686261,339.58386570660554,7.8838249380075185,204.8,379.9859471184758,278.87651897731246,257.75933112533414,1056.0596172796113
c0043,20130426,56408.56599,False,13:35:01.318,13:35:43.793,1.51969,0.11309800612200341,0.005071559682106449,1.6372285333691796,0.89,13:36:1,0.28,13:35:30,0.857898494795604,3.315060849030317e-10,0.0006647755000449093,1.0915014178456203e-08,0.01624027149977086,0.10421281711579347,0.020983629842266368,6.687777777777779,60.0,-0.77,0.15530960261821747,0.1819663936727169,0.019763475554442217,66.7243309842925,68.30716937493325,54.73000069677432,55.355625418936526,1.3623452068211614,0.0,1.000962,461.4299056022124,441.7756865549428,13.628799381773568,188.0,519.4709703945297,446.9248907256762,263.2969254813416,1679.5965016090136
c0124,20130426,56408.61589,False,14:46:52.821,14:47:35.296,1.57724,0.19736710872271185,0.009631354081354961,1.235094503458145,0.51,14:47:29,0.43,14:37:27,0.24559807541916737,2.430878252862924e-10,6.601284062820418e-11,4.504930340167988e-08,0.17038449405387834,0.5798425190315232,0.004174866137026967,8.231111111111112,69.0,-0.9541,0.08431785553693771,0.3666300357464174,0.01635379770751993,85.06524272877513,86.98433585001898,54.36322854254108,57.49651168259395,1.0282472842677404,3.708123781880941,1.139787,531.7446425517323,338.70185220806786,7.474493802682552,149.2,376.7735415380912,278.23649779958043,253.71320939840064,1056.0596172796113
c0044,20130426,56408.56662,False,13:35:56.181,13:36:38.655,1.51922,0.11309800612200341,0.005071559682106449,1.638039021725464,0.89,13:36:1,0.28,13:35:30,0.857898494795604,3.315060849030317e-10,0.0006647755000449093,1.0915014178456203e-08,0.01624027149977086,0.10421281711579347,0.020983629842266368,6.687777777777779,66.0,-0.7774,0.12643755972385406,0.17685142089989936,0.014497698742182614,70.51363570235485,68.30716937493325,54.834666822017965,57.573267254328485,1.8368161315009435,2.2176418353919516,1.088198,486.24241917508306,445.24547631849157,10.442358936609043,155.5,540.5448614876033,468.53366685662587,269.1446339345739,1679.5965016090136
c0125,20130426,56408.61652,False,14:47:47.120,14:48:29.595,1.57926,0.19736710872271185,0.00986136436500532,1.232567817912691,0.51,14:47:29,0.43,14:37:27,0.24559807541916737,2.430878252862924e-10,6.601284062820418e-11,4.504930340167988e-08,0.17038449405387834,0.5798425190315232,0.004174866137026967,7.716666666666667,60.0,-0.9566,0.10269718617200851,0.36332679995374595,0.015270608128485711,78.46541621154206,74.48893497961419,55.02451728185031,56.464446336632506,0.8262047348084349,1.9205341659445785,1.090385,510.10570122993823,340.2176295156876,7.0377015568591474,136.9,377.57789531222505,275.75827181234104,257.76143476805225,1056.0596172796113
c0045,20130426,56408.56721,False,13:36:47.179,13:37:29.654,1.51882,0.14177074006842683,0.0055436790461976864,1.5780753869514856,0.71,13:37:33,0.28,13:37:2,0.7927517815127546,4.497016355278404e-09,1.4750213645313163e-10,2.9551821763258084e-09,0.022485081776392017,0.14724516408997287,0.037517965021179815,7.716666666666667,70.0,-0.7649,0.11601009964942932,0.26144706771420156,0.027795995820239353,71.47847122059795,71.90471264273118,54.15756834469183,57.573267254328485,1.4876178921583065,2.2176418353919516,1.062072,496.2580678988276,392.0722525213457,15.749976476356876,252.5,438.2332897288654,356.54158359541213,254.7691323558842,1391.3249710624711
c0126,20130426,56408.61711,False,14:48:38.212,14:49:20.686,1.58119,0.23966006059186437,0.012813938705404149,1.230326524461587,0.42,14:49:2,0.43,14:37:27,0.039295952856627986,3.0956370862068124e-10,8.406500711167125e-11,5.7368687285667544e-08,0.2169785994368812,0.7384088462511664,0.005316543693008398,8.745555555555557,56.0,-0.9607,0.09242358058691025,0.4248762964105942,0.01881771972894927,83.45795528709512,79.40547149110117,53.78064817645011,56.464446336632506,1.23985354732038,1.9205341659445785,1.07762,521.7838043963577,312.8255430303638,8.064109592804227,153.9,346.6102796577655,249.18066999479547,240.70960528431564,898.2992377872841
c0046,20130426,56408.5678,False,13:37:38.307,13:38:20.782,1.51844,0.14177074006842683,0.005861609660870501,1.7234052142484826,0.71,13:37:33,0.25,13:38:33,0.8254129608922698,3.931677156329119e-09,3.083668357905191e-11,1.161515081477622e-08,0.0137223241926781,0.1282292092162242,0.03263549012116328,7.202222222222223,71.0,-0.786,0.14569616317749023,0.2680294187396997,0.02632832149928707,69.02749583024799,68.30716937493325,53.97645930912861,57.573267254328485,1.8106814535598938,2.2176418353919516,1.10904,469.2790301770239,388.33846977344433,14.548823284848192,180.7,432.3194174972232,352.7329110489319,249.9195668986865,1391.3249710624711
c0127,20130426,56408.6177,False,14:49:29.274,14:50:11.748,1.58316,0.23966006059186437,0.012813938705404149,1.227877914532185,0.42,14:49:2,0.43,14:37:27,0.039295952856627986,3.0956370862068124e-10,8.406500711167125e-11,5.7368687285667544e-08,0.2169785994368812,0.7384088462511664,0.005316543693008398,8.745555555555557,56.0,-0.9627,0.07929307222366333,0.4251793525930512,0.01781059340582871,86.72583645986339,87.70620993591832,53.809934085446216,56.464446336632506,1.227659874132106,1.9205341659445785,1.087668,538.3094105736596,312.6876553735935,7.633823151293729,135.4,346.4404085565641,249.2098630081242,240.4875409183657,898.2992377872841
c0047,20130426,56408.56839,False,13:38:29.391,13:39:11.865,1.51809,0.12275271396168665,0.005117900249477794,1.7232432141581513,0.82,13:39:5,0.25,13:38:33,0.862673982078953,3.092563860348542e-09,2.4255402826263066e-11,9.136201731225757e-09,0.010793654257687066,0.10086205008587726,0.02567030132446175,7.202222222222223,71.0,-0.7786,0.17852455377578735,0.21037151284378852,0.024381359834595075,62.0978273824059,64.50930999319318,54.605942289072026,57.573267254328485,2.098968504570946,2.2176418353919516,1.059975,443.83666674377434,422.6982577313231,15.871273512295865,155.2,486.58688692590005,414.4098449451776,254.98070717201992,1568.765992441452
c0128,20130426,56408.61833,False,14:50:24.049,14:51:06.524,1.5853,0.23966006059186437,0.012813938705404149,1.225226964508073,0.42,14:49:2,0.43,14:37:27,0.039295952856627986,3.0956370862068124e-10,8.406500711167125e-11,5.7368687285667544e-08,0.2169785994368812,0.7384088462511664,0.005316543693008398,8.745555555555557,65.0,-0.9591,0.0850427895784378,0.42513157666583945,0.021907160347249863,86.26961138717911,82.52058661292955,53.745357516908086,56.464446336632506,1.4113616057848943,1.9205341659445785,1.127611,530.8235226813209,312.7392551539825,9.342597765482948,124.4,346.0925465142474,250.30480833861776,238.67704399638555,898.2992377872841
c0129,20130426,56408.61892,False,14:51:19.119,14:52:01.594,1.58733,0.23966006059186437,0.012871889154866974,1.2227208629925974,0.42,14:49:2,0.43,14:37:27,0.039295952856627986,3.0956370862068124e-10,8.406500711167125e-11,5.7368687285667544e-08,0.2169785994368812,0.7384088462511664,0.005316543693008398,8.231111111111112,57.0,-0.9693,0.10785720497369766,0.4240957584352451,0.018743091506579046,76.9410796182134,73.63760490634326,53.79683174427805,56.464446336632506,1.2238724099232026,1.9205341659445785,1.09229,504.58207039103263,313.1612990904692,8.041858201680206,198.4,346.49794100293866,249.36143368461632,240.42912834285858,898.2992377872841
c0048,20130426,56408.56898,False,13:39:20.420,13:40:02.896,1.51776,0.12275271396168665,0.0054653945823687124,1.7599667018899983,0.82,13:39:5,0.25,13:40:6,0.8642708024310299,2.6478814752003856e-09,1.9707514796338746e-09,1.3017066183427849e-09,0.010005353665833517,0.10247907694096146,0.02324476104183544,6.687777777777779,73.0,-0.7941,0.1835605502128601,0.21201643021529168,0.029523622339828626,62.7025353528533,64.50930999319318,54.17590123329497,57.573267254328485,2.0782524866446277,2.2176418353919516,1.068358,440.2391982989297,421.93013080269344,19.194384918196082,142.7,487.65924010222847,415.93967998297535,254.55532865558018,1568.765992441452
c0049,20130426,56408.56957,False,13:40:11.306,13:40:53.781,1.51746,0.20970255301788135,0.008120171056605747,1.762860025970438,0.48,13:40:36,0.25,13:40:6,0.6686444061947686,6.464271168294908e-09,4.811194190143156e-09,3.1778554445663517e-09,0.024426062811496025,0.2501820978874441,0.05674741865297056,7.716666666666667,62.0,-0.7929,0.17916882038116455,0.39643495833046427,0.01716983477469494,61.96320014507855,62.5239307760551,51.90086148462216,54.14985436701818,1.3390571489816188,2.088456724218339,1.04297,443.3724530738783,325.2394192166587,7.600594327549227,141.6,354.97937998573445,275.7182320623971,223.31649316884125,1004.0322289150739
c2057,20170823,57988.27029,True,06:29:13.298,06:29:55.773,1.52966,0.17659162359400535,0.007188393153747142,1.7875782668584017,0.57,6:29:45,0.29,6:29:15,0.6813310802569875,1.8713295903155748e-06,0.09449288030306367,0.003690780736543193,0.0641069344801177,0.09449288030306367,0.06188357259063386,7.202222222222223,44.0,3.0603,0.1981433928012848,0.31817356305182676,0.01814124152381305,62.240539308689094,63.52437719288094,53.34492245366643,55.25867528471416,1.6113301804115032,3.2747627853223062,0.868104,430.1982838191546,361.89856122159415,9.121739802441937,261.3,404.66101935081196,310.9369591705425,258.71171565345526,1158.623507103811
c2058,20170823,57988.27088,True,06:30:04.473,06:30:46.948,1.53049,0.17354694042859145,0.0072677575685316746,2.175691764985618,0.58,6:31:13,0.35,6:30:44,0.5831148692049223,0.11411155035147186,0.12743056411489284,0.013930968449848457,0.07739426916582476,0.03578135048875805,0.04823642822428148,7.716666666666667,36.0,3.059,0.12822239100933075,0.3401781484260818,0.015803813829984165,74.84299964478375,74.48893497961419,51.338995977901995,55.355625418936526,1.3294657462458233,0.0,0.938406,484.59166721587866,351.1247481590797,7.637199697237027,262.8,392.4660738120482,301.83261706903767,250.73504962018978,1175.5378501045673
c2059,20170823,57988.27147,True,06:30:55.243,06:31:37.718,1.53144,0.17354694042859145,0.006974837063575119,2.1735327277450422,0.58,6:31:13,0.35,6:30:44,0.5831148692049223,0.11411155035147186,0.12743056411489284,0.013930968449848457,0.07739426916582476,0.03578135048875805,0.04823642822428148,8.231111111111112,54.0,3.0403,0.20412306487560272,0.32428688021308694,0.015187473742391462,64.37030658054105,65.4794292419564,53.044275935152044,55.355625418936526,0.5203432848658377,0.0,1.058323,426.22921311899375,358.82587274702814,7.411979430496035,313.6,402.3346837891712,312.9627789843836,252.62175976761188,1175.5378501045673
c2060,20170823,57988.27206,True,06:31:46.012,06:32:28.494,1.53237,0.13788661020353843,0.0054429743162007355,1.7062331882747162,0.73,6:32:43,0.3,6:32:13,0.7818506403762601,5.1522650215385164e-09,0.0010623479782505608,0.002163951309046177,0.13935650153494655,0.02772409273494535,0.04784246091428622,7.716666666666667,46.0,3.0431,0.20125505328178406,0.21698632882461952,0.02017016296479279,62.949724714616096,64.50930999319318,55.98238149624226,59.71415351798589,1.6979256631000719,3.0286431624782577,0.942089,428.12276723938265,418.25591490324456,12.774532768381766,263.6,486.16910887318954,388.2187087681425,291.92097395025996,1423.9093417586237
c2061,20170823,57988.27265,True,06:32:36.882,06:33:19.357,1.53333,0.13788661020353843,0.005581701440696211,1.8277002032394427,0.73,6:32:43,0.39,6:33:43,0.6502912383928402,0.0003361239561670366,0.159720215667694,0.032140319896264084,0.07802001318329754,0.03950069849846196,0.039991390405275155,7.716666666666667,47.0,3.0285,0.1594935655593872,0.21611922964858002,0.013785564330145444,69.98360475463862,69.22408515878199,56.0777562811526,60.822974435681864,1.3945256975875504,1.7875896159363622,0.978181,458.1248301854532,418.5987512760067,8.94439701907843,189.0,485.9082849460941,387.45982119290375,292.8464010443427,1423.9093417586237
c2062,20170823,57988.27323,True,06:33:27.630,06:34:10.105,1.53429,0.17659162359400535,0.0071766467084687716,1.8271202110629048,0.57,6:34:12,0.39,6:33:43,0.4718144439310673,0.0005076676314321461,0.24123476500899788,0.04854340125373076,0.11783818014264413,0.05966021070115001,0.06040133133097797,7.716666666666667,47.0,3.0228,0.17090946435928345,0.30869150279836394,0.014699252373966772,71.27904405158183,71.90471264273118,53.76177300597997,56.4644463366325,1.0463341052807602,1.9205341659445785,0.972609,449.41607714771624,366.60206674882306,7.538007785960565,247.2,411.4519142297129,315.25214895394527,264.17406721095114,1158.623507103811
